owner,type,kind,variant,tag,version,exact_fields,wire_value,local_validator,equality_law
ca.alphabets,RepresentedNumberProfile,enum-member,IEEE754_BINARY64,ca.alphabets.represented-number-profile,1,value,ieee754-binary64,Enum.__call__,enum-member
ca.alphabets,RepresentedNumberProfile,enum-member,FIXED_POINT,ca.alphabets.represented-number-profile,1,value,fixed-point,Enum.__call__,enum-member
ca.alphabets,RepresentedNumberProfile,enum-member,DECIMAL,ca.alphabets.represented-number-profile,1,value,decimal,Enum.__call__,enum-member
ca.alphabets,RepresentedNumberProfile,enum-member,INTERVAL,ca.alphabets.represented-number-profile,1,value,interval,Enum.__call__,enum-member
ca.alphabets,RepresentedNumber,frozen-dataclass,record,ca.alphabets.represented-number,1,profile|representation|version,,RepresentedNumber.__post_init__,alphabets.semantic_equal
ca.alphabets,AlphabetKind,enum-member,ENUM,ca.alphabets.alphabet-kind,1,value,enum,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,ORDERED,ca.alphabets.alphabet-kind,1,value,ordered,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,NATURALS,ca.alphabets.alphabet-kind,1,value,naturals,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,INTEGERS,ca.alphabets.alphabet-kind,1,value,integers,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,RATIONALS,ca.alphabets.alphabet-kind,1,value,rationals,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,MODULAR,ca.alphabets.alphabet-kind,1,value,modular,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,ALGEBRAIC,ca.alphabets.alphabet-kind,1,value,algebraic,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,EXACT_COMPLEX,ca.alphabets.alphabet-kind,1,value,exact-complex,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,REPRESENTED_NUMBER,ca.alphabets.alphabet-kind,1,value,represented-number,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,TAG,ca.alphabets.alphabet-kind,1,value,tag,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,UNION,ca.alphabets.alphabet-kind,1,value,union,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,PRODUCT,ca.alphabets.alphabet-kind,1,value,product,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,RECORD,ca.alphabets.alphabet-kind,1,value,record,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,WORD,ca.alphabets.alphabet-kind,1,value,word,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,MAP,ca.alphabets.alphabet-kind,1,value,map,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,GRAPH,ca.alphabets.alphabet-kind,1,value,graph,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,FIELD,ca.alphabets.alphabet-kind,1,value,field,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,INSTRUCTION,ca.alphabets.alphabet-kind,1,value,instruction,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,PATTERN,ca.alphabets.alphabet-kind,1,value,pattern,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,EQUATION,ca.alphabets.alphabet-kind,1,value,equation,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,DISTRIBUTION,ca.alphabets.alphabet-kind,1,value,distribution,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,SYMBOLIC,ca.alphabets.alphabet-kind,1,value,symbolic,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,STRUCTURAL_REFERENCE,ca.alphabets.alphabet-kind,1,value,structural-reference,Enum.__call__,enum-member
ca.alphabets,AlphabetKind,enum-member,REFINEMENT,ca.alphabets.alphabet-kind,1,value,refinement,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,BOOLEAN,ca.alphabets.value-profile,1,value,boolean,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,INTEGER,ca.alphabets.value-profile,1,value,integer,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,RATIONAL,ca.alphabets.value-profile,1,value,rational,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,ALGEBRAIC,ca.alphabets.value-profile,1,value,algebraic,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,COMPLEX,ca.alphabets.value-profile,1,value,complex,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,REPRESENTED,ca.alphabets.value-profile,1,value,represented,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,SYMBOLIC,ca.alphabets.value-profile,1,value,symbolic,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,STRUCTURAL,ca.alphabets.value-profile,1,value,structural,Enum.__call__,enum-member
ca.alphabets,ValueProfile,enum-member,EXACT,ca.alphabets.value-profile,1,value,exact,Enum.__call__,enum-member
ca.alphabets,AlphabetDescriptor,frozen-dataclass,record,ca.alphabets.alphabet-descriptor,1,kind|values|scalars|children|fields|represented_profile|version,,AlphabetDescriptor.__post_init__,structural-fields
ca.alphabets,Alphabet,frozen-dataclass,record,ca.alphabets.alphabet,1,descriptor,,Alphabet.__post_init__,structural-fields
ca.alphabets,RepresentationProfile,enum-member,EXACT,ca.alphabets.representation-profile,1,value,exact,Enum.__call__,enum-member
ca.alphabets,RepresentationProfile,enum-member,LOSSY,ca.alphabets.representation-profile,1,value,lossy,Enum.__call__,enum-member
ca.alphabets,RepresentationProfile,enum-member,APPROXIMATE,ca.alphabets.representation-profile,1,value,approximate,Enum.__call__,enum-member
ca.alphabets,RepresentationPair,frozen-dataclass,record,ca.alphabets.representation-pair,1,source|target|version,,RepresentationPair.__post_init__,structural-fields
ca.alphabets,RepresentationRelation,frozen-dataclass,record,ca.alphabets.representation-relation,1,source_schema|target_schema|profile|relation|image_evidence|inverse_evidence|qualification|version,,RepresentationRelation.__post_init__,structural-fields
ca.seeds,ExactnessProfile,enum-member,EXACT,ca.seeds.exactness-profile,1,value,exact,Enum.__call__,enum-member
ca.seeds,ExactnessProfile,enum-member,REPRESENTED,ca.seeds.exactness-profile,1,value,represented,Enum.__call__,enum-member
ca.seeds,ExactnessProfile,enum-member,SYMBOLIC,ca.seeds.exactness-profile,1,value,symbolic,Enum.__call__,enum-member
ca.seeds,EntropyInterface,enum-member,NONE,ca.seeds.entropy-interface,1,value,none,Enum.__call__,enum-member
ca.seeds,EntropyInterface,enum-member,REPLAY_KEY,ca.seeds.entropy-interface,1,value,replay-key,Enum.__call__,enum-member
ca.seeds,SeedOutputContract,frozen-dataclass,record,ca.seeds.seed-output-contract,1,configuration_contract|value_profile|exactness_profile|entropy_interface,,SeedOutputContract.__post_init__,structural-fields
ca.seeds,ConstructionOp,enum-member,EMPTY,ca.seeds.construction-op,1,value,empty,Enum.__call__,enum-member
ca.seeds,ConstructionOp,enum-member,FILL,ca.seeds.construction-op,1,value,fill,Enum.__call__,enum-member
ca.seeds,ConstructionOp,enum-member,POINT,ca.seeds.construction-op,1,value,point,Enum.__call__,enum-member
ca.seeds,ConstructionOp,enum-member,SEQUENCE,ca.seeds.construction-op,1,value,sequence,Enum.__call__,enum-member
ca.seeds,ConstructionOp,enum-member,RECORD,ca.seeds.construction-op,1,value,record,Enum.__call__,enum-member
ca.seeds,ConstructionOp,enum-member,GRID,ca.seeds.construction-op,1,value,grid,Enum.__call__,enum-member
ca.seeds,Construction,frozen-dataclass,record,ca.seeds.construction,1,operation|arguments,,Construction.__post_init__,structural-fields
ca.seeds,ExactSource,frozen-dataclass,record,ca.seeds.exact-source,1,configuration,,ExactSource.__post_init__,structural-fields
ca.seeds,ConstructiveSource,frozen-dataclass,record,ca.seeds.constructive-source,1,construction,,ConstructiveSource.__post_init__,structural-fields
ca.seeds,PartialSource,frozen-dataclass,record,ca.seeds.partial-source,1,configuration|unresolved|obligations,,PartialSource.__post_init__,structural-fields
ca.seeds,BernoulliLaw,frozen-dataclass,record,ca.seeds.bernoulli-law,1,support|probability_true|false_value|true_value|boundary,,BernoulliLaw.__post_init__,structural-fields
ca.seeds,UniformTupleLaw,frozen-dataclass,record,ca.seeds.uniform-tuple-law,1,length|value_count|excluded,,UniformTupleLaw.__post_init__,structural-fields
ca.seeds,IntensionalProbabilityLaw,frozen-dataclass,record,ca.seeds.intensional-probability-law,1,binder|relation,,IntensionalProbabilityLaw.__post_init__,structural-fields
ca.seeds,LawSource,frozen-dataclass,record,ca.seeds.law-source,1,law|construction,,LawSource.__post_init__,structural-fields
ca.seeds,IntensionalSource,frozen-dataclass,record,ca.seeds.intensional-source,1,binder|relation,,IntensionalSource.__post_init__,structural-fields
ca.seeds,ProductPart,frozen-dataclass,record,ca.seeds.product-part,1,key|seed,,ProductPart.__post_init__,structural-fields
ca.seeds,ProductSource,frozen-dataclass,record,ca.seeds.product-source,1,parts,,ProductSource.__post_init__,structural-fields
ca.seeds,OverlayConflict,enum-member,REJECT,ca.seeds.overlay-conflict,1,value,reject,Enum.__call__,enum-member
ca.seeds,OverlayConflict,enum-member,LEFT,ca.seeds.overlay-conflict,1,value,left,Enum.__call__,enum-member
ca.seeds,OverlayConflict,enum-member,RIGHT,ca.seeds.overlay-conflict,1,value,right,Enum.__call__,enum-member
ca.seeds,OverlayConflict,enum-member,REQUIRE_EQUAL,ca.seeds.overlay-conflict,1,value,require-equal,Enum.__call__,enum-member
ca.seeds,OverlaySource,frozen-dataclass,record,ca.seeds.overlay-source,1,parts|conflict,,OverlaySource.__post_init__,structural-fields
ca.seeds,MixturePart,frozen-dataclass,record,ca.seeds.mixture-part,1,weight|seed,,MixturePart.__post_init__,structural-fields
ca.seeds,MixtureSource,frozen-dataclass,record,ca.seeds.mixture-source,1,parts,,MixtureSource.__post_init__,structural-fields
ca.seeds,ProductLawSource,frozen-dataclass,record,ca.seeds.product-law-source,1,parts,,ProductLawSource.__post_init__,structural-fields
ca.seeds,RefinedSource,frozen-dataclass,record,ca.seeds.refined-source,1,source|constraint,,RefinedSource.__post_init__,structural-fields
ca.seeds,SeedDenotation,frozen-dataclass,record,ca.seeds.seed-denotation,1,source|output_contract,,SeedDenotation.__post_init__,structural-fields
ca.seeds,Seed,frozen-dataclass,record,ca.seeds.seed,1,source|output_contract|version,,Seed.__post_init__,structural-fields
ca.frontiers,Effect,enum-member,REPLACE,ca.frontiers.effect,1,value,replace,Enum.__call__,enum-member
ca.frontiers,Effect,enum-member,DELETE,ca.frontiers.effect,1,value,delete,Enum.__call__,enum-member
ca.frontiers,Effect,enum-member,CREATE,ca.frontiers.effect,1,value,create,Enum.__call__,enum-member
ca.frontiers,WriteFrame,enum-member,CURRENT,ca.frontiers.write-frame,1,value,current,Enum.__call__,enum-member
ca.frontiers,WriteFrame,enum-member,SUCCESSOR,ca.frontiers.write-frame,1,value,successor,Enum.__call__,enum-member
ca.frontiers,EffectProfile,frozen-dataclass,record,ca.frontiers.effect-profile,1,existing|fresh,,EffectProfile.__post_init__,structural-fields
ca.frontiers,TargetContract,frozen-dataclass,record,ca.frontiers.target-contract,1,locus_kind|value_profile|frame,,TargetContract.__post_init__,structural-fields
ca.frontiers,FreshNamespace,frozen-dataclass,record,ca.frontiers.fresh-namespace,1,namespace|parent,,FreshNamespace.__post_init__,structural-fields
ca.frontiers,ReconstructionLens,frozen-dataclass,record,ca.frontiers.reconstruction-lens,1,target|frame,,ReconstructionLens.__post_init__,structural-fields
ca.frontiers,ReconstructionEvidence,frozen-dataclass,record,ca.frontiers.reconstruction-evidence,1,snapshot_identity|lenses|preserves_outside|complete,,ReconstructionEvidence.__post_init__,structural-fields
ca.frontiers,ExistingCapability,frozen-dataclass,record,ca.frontiers.existing-capability,1,target|contract|effects,,ExistingCapability.__post_init__,structural-fields
ca.frontiers,FreshCapability,frozen-dataclass,record,ca.frontiers.fresh-capability,1,target|contract|namespace,,FreshCapability.__post_init__,structural-fields
ca.frontiers,WritableCapabilities,frozen-dataclass,record,ca.frontiers.writable-capabilities,1,snapshot_identity|existing|fresh|reconstruction,,WritableCapabilities.__post_init__,structural-fields
ca.frontiers,IntensionalReconstructionEvidence,frozen-dataclass,record,ca.frontiers.intensional-reconstruction-evidence,1,snapshot_identity|region|target_contract|preserves_outside|complete|version,,IntensionalReconstructionEvidence.__post_init__,structural-fields
ca.frontiers,IntensionalWritableCapabilities,frozen-dataclass,record,ca.frontiers.intensional-writable-capabilities,1,snapshot_identity|region|effect_profile|target_contract|reconstruction|version,,IntensionalWritableCapabilities.__post_init__,structural-fields
ca.frontiers,WritableRegion,frozen-dataclass,record,ca.frontiers.writable-region,1,descriptor|configuration_contract|value_profile|effect_profile|target_contract|fresh_namespace|exactness_profile|parts|version,,WritableRegion.__post_init__,structural-fields
ca.neighborhoods,ReadArity,enum-member,ONE,ca.neighborhoods.read-arity,1,value,one,Enum.__call__,enum-member
ca.neighborhoods,ReadArity,enum-member,FIXED,ca.neighborhoods.read-arity,1,value,fixed,Enum.__call__,enum-member
ca.neighborhoods,ReadArity,enum-member,VARIABLE,ca.neighborhoods.read-arity,1,value,variable,Enum.__call__,enum-member
ca.neighborhoods,ReadArity,enum-member,INTENSIONAL,ca.neighborhoods.read-arity,1,value,intensional,Enum.__call__,enum-member
ca.neighborhoods,ReadField,frozen-dataclass,record,ca.neighborhoods.read-field,1,key|arity|size,,ReadField.__post_init__,structural-fields
ca.neighborhoods,ResultShape,frozen-dataclass,record,ca.neighborhoods.result-shape,1,fields,,ResultShape.__post_init__,structural-fields
ca.neighborhoods,ReadDependency,frozen-dataclass,record,ca.neighborhoods.read-dependency,1,key|region|selector|exactness_profile|version,,ReadDependency.__post_init__,structural-fields
ca.neighborhoods,JoinMode,enum-member,NONE,ca.neighborhoods.join-mode,1,value,none,Enum.__call__,enum-member
ca.neighborhoods,JoinMode,enum-member,TARGET_IDENTITY,ca.neighborhoods.join-mode,1,value,target-identity,Enum.__call__,enum-member
ca.neighborhoods,JoinMode,enum-member,ANCHOR_IDENTITY,ca.neighborhoods.join-mode,1,value,anchor-identity,Enum.__call__,enum-member
ca.neighborhoods,JoinMode,enum-member,PRODUCT,ca.neighborhoods.join-mode,1,value,product,Enum.__call__,enum-member
ca.neighborhoods,JoinMode,enum-member,GLOBAL,ca.neighborhoods.join-mode,1,value,global,Enum.__call__,enum-member
ca.neighborhoods,JoinShape,frozen-dataclass,record,ca.neighborhoods.join-shape,1,mode|fields,,JoinShape.__post_init__,structural-fields
ca.neighborhoods,Present,frozen-dataclass,record,ca.neighborhoods.present,1,value,,Present.__post_init__,structural-fields
ca.neighborhoods,BoundaryDefault,frozen-dataclass,record,ca.neighborhoods.boundary-default,1,value|evidence|boundary,,BoundaryDefault.__post_init__,structural-fields
ca.neighborhoods,Absent,frozen-dataclass,record,ca.neighborhoods.absent,1,evidence,,Absent.__post_init__,structural-fields
ca.neighborhoods,Observation,frozen-dataclass,record,ca.neighborhoods.observation,1,target|state|anchor,,Observation.__post_init__,structural-fields
ca.neighborhoods,GroupKey,frozen-dataclass,record,ca.neighborhoods.group-key,1,anchor|channel,,GroupKey.__post_init__,structural-fields
ca.neighborhoods,ObservationGroup,frozen-dataclass,record,ca.neighborhoods.observation-group,1,key|indices|anchor,,ObservationGroup.__post_init__,structural-fields
ca.neighborhoods,ReadableView,frozen-dataclass,record,ca.neighborhoods.readable-view,1,snapshot_identity|observations|groups|join_shape|dependencies|version,,ReadableView.__post_init__,structural-fields
ca.neighborhoods,IntensionalReadableView,frozen-dataclass,record,ca.neighborhoods.intensional-readable-view,1,snapshot_identity|dependencies|join_shape|configuration_relation|version,,IntensionalReadableView.__post_init__,structural-fields
ca.neighborhoods,GroupingKind,enum-member,SINGLE,ca.neighborhoods.grouping-kind,1,value,single,Enum.__call__,enum-member
ca.neighborhoods,GroupingKind,enum-member,FIXED_CHUNKS,ca.neighborhoods.grouping-kind,1,value,fixed-chunks,Enum.__call__,enum-member
ca.neighborhoods,GroupingKind,enum-member,PRODUCT,ca.neighborhoods.grouping-kind,1,value,product,Enum.__call__,enum-member
ca.neighborhoods,GroupingPlan,frozen-dataclass,record,ca.neighborhoods.grouping-plan,1,kind|key|chunk_size,,GroupingPlan.__post_init__,structural-fields
ca.neighborhoods,ReadableField,frozen-dataclass,record,ca.neighborhoods.readable-field,1,key|region,,ReadableField.__post_init__,structural-fields
ca.neighborhoods,ReadableRegion,frozen-dataclass,record,ca.neighborhoods.readable-region,1,descriptor|configuration_contract|value_profile|result_shape|join_shape|grouping|parts|exactness_profile|selector|version,,ReadableRegion.__post_init__,structural-fields
ca.rules,RulePrimitive,enum-member,LITERAL,ca.rules.rule-primitive,1,value,rule.literal,Enum.__call__,enum-member
ca.rules,RulePrimitive,enum-member,EXPRESSION,ca.rules.rule-primitive,1,value,rule.expression,Enum.__call__,enum-member
ca.rules,RulePrimitive,enum-member,CLAUSE_KERNEL,ca.rules.rule-primitive,1,value,rule.clause-kernel,Enum.__call__,enum-member
ca.rules,RulePrimitive,enum-member,RELATION,ca.rules.rule-primitive,1,value,rule.relation,Enum.__call__,enum-member
ca.rules,RulePrimitive,enum-member,DISTRIBUTION,ca.rules.rule-primitive,1,value,rule.distribution,Enum.__call__,enum-member
ca.rules,RulePrimitive,enum-member,PARALLEL,ca.rules.rule-primitive,1,value,rule.parallel,Enum.__call__,enum-member
ca.rules,RulePrimitive,enum-member,DIFFERENTIAL,ca.rules.rule-primitive,1,value,rule.differential,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,LITERAL,ca.rules.expression-primitive,1,value,expression.literal,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,OBSERVATION,ca.rules.expression-primitive,1,value,expression.observation,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,GROUP,ca.rules.expression-primitive,1,value,expression.group,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,TARGET_REFERENCE,ca.rules.expression-primitive,1,value,expression.target-reference,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,PROJECT,ca.rules.expression-primitive,1,value,expression.project,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,TUPLE,ca.rules.expression-primitive,1,value,expression.tuple,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,ADD,ca.rules.expression-primitive,1,value,expression.add,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,SUBTRACT,ca.rules.expression-primitive,1,value,expression.subtract,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,MULTIPLY,ca.rules.expression-primitive,1,value,expression.multiply,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,DIVIDE,ca.rules.expression-primitive,1,value,expression.divide,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,MODULO,ca.rules.expression-primitive,1,value,expression.modulo,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,COUNT,ca.rules.expression-primitive,1,value,expression.count,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,GATE,ca.rules.expression-primitive,1,value,expression.gate,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,LOOKUP,ca.rules.expression-primitive,1,value,expression.lookup,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,EQUAL,ca.rules.expression-primitive,1,value,expression.equal,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,LESS,ca.rules.expression-primitive,1,value,expression.less,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,LESS_EQUAL,ca.rules.expression-primitive,1,value,expression.less-equal,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,CONDITIONAL,ca.rules.expression-primitive,1,value,expression.conditional,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,ALL,ca.rules.expression-primitive,1,value,expression.all,Enum.__call__,enum-member
ca.rules,ExpressionPrimitive,enum-member,ANY,ca.rules.expression-primitive,1,value,expression.any,Enum.__call__,enum-member
ca.rules,GateKind,enum-member,ANY,ca.rules.gate-kind,1,value,any,Enum.__call__,enum-member
ca.rules,GateKind,enum-member,ALL,ca.rules.gate-kind,1,value,all,Enum.__call__,enum-member
ca.rules,GateKind,enum-member,MAJORITY,ca.rules.gate-kind,1,value,majority,Enum.__call__,enum-member
ca.rules,GateKind,enum-member,AT_LEAST,ca.rules.gate-kind,1,value,at-least,Enum.__call__,enum-member
ca.rules,GateKind,enum-member,AT_MOST,ca.rules.gate-kind,1,value,at-most,Enum.__call__,enum-member
ca.rules,GateKind,enum-member,EXACTLY,ca.rules.gate-kind,1,value,exactly,Enum.__call__,enum-member
ca.rules,RuleExpr,frozen-dataclass,record,ca.rules.rule-expr,1,primitive|arguments|version,,RuleExpr.__post_init__,structural-fields
ca.rules,RuleContract,frozen-dataclass,record,ca.rules.rule-contract,1,configuration_contract|value_profile|required_read_shape|required_join_shape|required_effect_profile|exactness_profile|entropy_interface|version,,RuleContract.__post_init__,structural-fields
ca.rules,CertificateKind,enum-member,SOUNDNESS,ca.rules.certificate-kind,1,value,soundness,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,COMPLETENESS,ca.rules.certificate-kind,1,value,completeness,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,CARDINALITY,ca.rules.certificate-kind,1,value,cardinality,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,TOTALITY,ca.rules.certificate-kind,1,value,totality,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,NORMALIZATION,ca.rules.certificate-kind,1,value,normalization,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,MEASURABILITY,ca.rules.certificate-kind,1,value,measurability,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,DERIVATION,ca.rules.certificate-kind,1,value,derivation,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,TERMINALITY,ca.rules.certificate-kind,1,value,terminality,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,DIVERGENCE,ca.rules.certificate-kind,1,value,divergence,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,CONFORMANCE,ca.rules.certificate-kind,1,value,conformance,Enum.__call__,enum-member
ca.rules,CertificateKind,enum-member,COMPOSITION,ca.rules.certificate-kind,1,value,composition,Enum.__call__,enum-member
ca.rules,Certificate,frozen-dataclass,record,ca.rules.certificate,1,kind|statement|version,,Certificate.__post_init__,structural-fields
ca.rules,ExactlyZero,frozen-dataclass,record,ca.rules.exactly-zero,1,evidence,,ExactlyZero.__post_init__,structural-fields
ca.rules,ExactlyOne,frozen-dataclass,record,ca.rules.exactly-one,1,evidence,,ExactlyOne.__post_init__,structural-fields
ca.rules,InfiniteCardinality,enum-member,COUNTABLY_INFINITE,ca.rules.infinite-cardinality,1,value,countably-infinite,Enum.__call__,enum-member
ca.rules,InfiniteCardinality,enum-member,UNCOUNTABLE,ca.rules.infinite-cardinality,1,value,uncountable,Enum.__call__,enum-member
ca.rules,Many,frozen-dataclass,record,ca.rules.many,1,exact_finite_size|infinite|evidence,,Many.__post_init__,structural-fields
ca.rules,Undetermined,frozen-dataclass,record,ca.rules.undetermined,1,reason|obligation,,Undetermined.__post_init__,structural-fields
ca.rules,DispositionAction,enum-member,PRESERVE,ca.rules.disposition-action,1,value,preserve,Enum.__call__,enum-member
ca.rules,DispositionAction,enum-member,REPLACE,ca.rules.disposition-action,1,value,replace,Enum.__call__,enum-member
ca.rules,DispositionAction,enum-member,DELETE,ca.rules.disposition-action,1,value,delete,Enum.__call__,enum-member
ca.rules,DispositionAction,enum-member,ABSENT,ca.rules.disposition-action,1,value,absent,Enum.__call__,enum-member
ca.rules,DispositionAction,enum-member,CREATE,ca.rules.disposition-action,1,value,create,Enum.__call__,enum-member
ca.rules,NoPayload,frozen-dataclass,record,ca.rules.no-payload,1,,,Disposition.__post_init__,structural-fields
ca.rules,ValuePayload,frozen-dataclass,record,ca.rules.value-payload,1,value,,Disposition.__post_init__,structural-fields
ca.rules,Disposition,frozen-dataclass,record,ca.rules.disposition,1,target|action|payload|evidence|version,,Disposition.__post_init__,structural-fields
ca.rules,TotalDisposition,frozen-dataclass,record,ca.rules.total-disposition,1,existing|fresh|totality_evidence|version,,TotalDisposition.__post_init__,structural-fields
ca.rules,Progress,enum-member,ADVANCED,ca.rules.progress,1,value,advanced,Enum.__call__,enum-member
